id,date,time,agency,subagency,location,purpose,notes
134647,5/6/2020,9:30 AM,West Virginia Infrastructure & Jobs Development CouncilCouncil Meeting ,,"1009 Bullitt Street Charleston, WV 25301","Monthly Council Meeting to review water, sewer, economic development and other requests and to conduct monthly Council Business.",
135561,5/6/2020,10:00 AM,WV RE Appraiser Licensing and Certification Board,,VIA Conference Call,Regular monthly meeting.,
133771,5/6/2020,11:30 AM,Board of GovernorsBlue Ridge CTC,,Meeting being held via Zoom https://brctc.zoom.us/j/96006716645 Meeting ID: 960 0671 6645,Board of Governors Meeting,
135621,5/6/2020,2:00 PM,Regional Intergovernmental Council, Comprehensive Economic Development Strategy (CEDS) Committee Meeting,"Join meeting from your computer, tablet or smartphone. https://global.gotomeeting.com/join/613425541  You can also dial in using your phone. United States: +1 (872) 240-3212  Access Code: 613-425-541  ",To review and update current goals & objectives and proposed projects for the CEDS 2020 Update along with an annual mitigation review.,
135424,5/7/2020,9:00 AM,"West Virginia Commission on the ArtsWest Virginia Department of Arts, Culture & History",,"The Culture Center 1900 Kanawha Boulevard East Charleston, WV 25301",To review and score Arts in Education grant applications ,
134886,5/7/2020,10:00 AM,Olmstead CouncilDHHR,,"Bureau of Senior Services, 3003 Charleston Town Center, Charleston, WV 25389",Regular council meeting,
135638,5/7/2020,10:00 AM,Underground Facilities Damage Prevention Board,,"206 Berkeley Street Charleston, WV 25302",Regular Meeting,
134362,5/7/2020,10:00 AM,WV Ethics Commission,,"Via conference call to join, dial (517) 308-6068 PIN:  52019837# ","Consider advisory opinion requests, contract exemptions, employment exemption requests, investigative matters and miscellaneous items.  The agenda is available on Friday before the meeting at the Commission's office and online at ethics.wv.gov.",
135181,5/7/2020,12:00 PM,Hatfield McCoy TrailsHatfield McCoy Regional Recreation Authority,,"Hatfield McCoy Trails administrative office located at 180 Appalachian Outpost Trail, Man WV.",Quarterly Meeting,
135615,5/7/2020,1:00 PM,WVDOH Publications Committee,Division of Highways Enginering Division,Microsoft Teams Meeting,"To present, discuss, and act on proposed changes to certain Design Directives and Standard Detail Sheets",
135631,5/7/2020,2:00 PM,West Virginia Women's Commission ,DHHR Office of the Secretary,"By phone 877-278-2734, pin 755604",Quarterly Meeting,
135573,5/7/2020,6:00 PM,Board of Governors,New River Community and Technical College Board of Governors,The meeting will be broadcast over Zoom. Please see the meeting details below. Conference Number: 1-929-436-2866 Meeting ID: 599 003 440,Regularly schedule Board of Governors meeting.  The agenda will be posted prior to the meeting at www.newriver.edu.,
135589,5/8/2020,9:00 AM,Board of GovernorsBridgeValley Community & Technical College,,Via Online Video Conference Please email amy.moore@bridgevalley.edu for access instructions,Regular Scheduled Meeting,
135566,5/8/2020,10:00 AM,Board of Governors,West Virginia State University Committees of the Board of Governors,Zoom Meeting Join Zoom Meeting https://zoom.us/j/993243513 Meeting ID: 993 243 513 Dial by your location +1 646 558 8656 US Meeting ID: 993 243 513 ,The business of the Committees and Full Board.,
135632,5/11/2020,9:00 AM,STATEWIDE INTEROPERABLE EXECUTIVE COMMITTEE (WV SIEC)WV DIVISION OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT (WV DHSEM),,"Via go to meeting conference bridge Please join my meeting from your computer, tablet or smartphone. https://global.gotomeeting.com/join/628406485 ","This is the regular monthly meeting of the WV SIEC committees and Executive CommitteeMonday, May 11th, 2020 SIEC Meeting  ONLINE ONLY  Monday Time:  09:00 to 16:00 Location:      Online Only 0900  1030 = Technical1030  1040 = Break1040  1100 = New & Emerging Tech1100  1110 = FirstNet Report1110  1130 = Conference1130  1200 = Policy1200  1300 = Lunch Break1300  1400 = SCIP Plan Working Group (Training plus all others for input)1400  1450 = TICP Initial Draft Review  (Training plus all others for input)1450  1500 = Break 1500  1530 = Planning1530  1600 = SIEC Meeting (probably like last month, no need to rehash and repeat earlier day discussions) To reserve time to address the WV SIEC, contact:GE McCabeWV DHSEM1703 Coonskin DrCharleston, WV  25311304.558.5380GE.MCCABE@WV.GOV",
135658,5/11/2020,12:30 PM,Investment Management Board, Personnel Committee,"WV Investment Management Board 500 Virginia Street, East - Suite 200 Charleston, WV 25301",Reapprove Committee Charter; Consider Adjustments to Staff Salary Ranges and Positions; Consider Change in Title for General Counsel; Executive Staff Review,
134927,5/11/2020,4:00 PM,Putnam County Solid Waste Authority,,"3232 Winfield Road Winfield, WV 25213",Regular meeting,
134571,5/12/2020,12:00 AM,Wheeling-Ohio County Board of HealthWheeling-Ohio County Health Department,,City County Building 1st Floor,Regular Board of Health Meeting,
135425,5/12/2020,9:00 AM,"West Virginia Commission on the ArtsWest Virginia Department of Arts, Culture & History",,"The Culture Center 1900 Kanawha Boulevard East Charleston, WV 25301",To review and score Community Arts grant applications. ,
135657,5/13/2020,9:00 AM,West Virginia Board of Education,Education WVBE Resource Committee,"Capitol Building 6, Room 351 1900 Kanawha Boulevard, East Charleston, West Virginia ","The West Virginia Board of Education Resource Committee will meet to discuss financial and associated matters. The agenda for this meeting will be posted at https://wvde.us/state-board-of-education/agendas/ at least three business days prior to the meeting. In accordance with current guidelines and best practices recommended by federal and state health officials, only required staff will be permitted in the meeting room. Instructions regarding the delegations portion of the agenda will be published in the agenda.",
135613,5/13/2020,10:00 AM,West Virginia Board of EducationEducation,,"Capitol Building 6, Room 353 (Teleconference Meeting) 1900 Kanawha Boulevard, East Charleston, West Virginia ","The West Virginia Board of Education  will meet via teleconference to conduct routine/necessary business. The agenda for this meeting will be posted at https://wvde.us/state-board-of-education/agendas/ at least three business days prior to the meeting. A live audio stream of the meeting will be available at http://wvde.state.wv.us/boe/live.html.In accordance with current guidelines and best practices recommended by federal and state health officials, only required staff will be permitted in the meeting room. Instructions regarding the delegations portion of the agenda will be published in the agenda.",
135606,5/13/2020,12:00 PM,Public Defender Corp for the 9th Judicial Circuit,Public Defender Corp for the 9th Judicial Circuit Board of Directors,Conference Room Public Defender Office 1460 E. Main Street Princeton WV 24740,Regular Board Meeting,
134455,5/14/2020,9:00 AM,Fairmont State University Board of Governors,,"Falcon Center Board Room 1201 Locust Avenue Fairmont, WV 26554",Regular Scheduled Meeting (Budget Meeting),
135426,5/14/2020,9:00 AM,"West Virginia Commission on the ArtsWest Virginia Department of Arts, Culture & History",,"The Culture Center 1900 Kanawha Boulevard East Charleston, WV 25301",To review and score Community Arts grant applications ,
135590,5/14/2020,10:00 AM,Special Reclamation Fund Advisory CouncilDepartment of Environmental Protection,,"Due to COVID-19 and non-gathering restrictions, the meeting will be held remotely. To join via phone, dial: +1 681-245-6817 then enter:  Conference ID: 333 246 316# ",Quarterly Progress Meeting,
134584,5/14/2020,10:00 AM,Traumatic Brain Injury Waiver QIA, BMS-HCBS Unit,"WV Bureau of Senior Services 3000 Charleston Town Center Mall 3rd Flr Charleston, WV 25389",Advise the TBI Waiver program manager about the program.,
134794,5/14/2020,2:00 PM,Medical Imaging & Radiation Therapy Technology Board of Examiners , Ethics and Finance Comittee Meetins,"Albert T Summers Center 1124 Smith Street, Suite B-300 Charleston, WV 25304 1-304-558-4012 www.wvrtboard.org ",Regularly scheduled Board Meeting.  Open to the Public.  Agenda available prior to the meeting. 1-304-558-4012.  www.wvrtboard.org,
134730,5/14/2020,4:00 PM,Bluefield State College Board of Governors,,"Boyd Conference Room Conley Hall - Room 201 Bluefield State College 219 Rock Street Bluefield, WV 24701 ",Regular meeting of the BSC Board of Governors,
135644,5/14/2020,7:00 PM,Doddridge County Solid Waste Authority,,"DCSWA Office 1117 Rt 18N West Union, WV 26456",Monthly meeting,
135645,5/14/2020,7:00 PM,Doddridge County Solid Waste Authority,,"DCSWA Office 1117 Rt 18N West Union, WV 26456",Monthly meeting,
134841,5/15/2020,9:00 AM,WV Commission for National Community SesrviceVolunteer West Virginia,,Eastern Panhandle,Commission Retreat,
134847,5/19/2020,9:00 AM,WV Board Registration for Professional EngineersWV Board Registration for Professional Engineers,,"300 Capitol Street, Suite 910 Charleston, WV 25301","To conduct a regularly scheduled Board Meeting to consider meeting minutes, budgetary matters, complaints, personnel matters, applications, state and national/NCEES issues, and other miscellaneous items. An agenda will be available at least 3 business days prior to the meeting by contacting the Board office.",
135076,5/19/2020,10:00 AM,SERCDHSEM,,"WV DEP Headquarters, 301 57th Street, Charleston, WV in the West Virginia Room, #3001 on May 19, 2020 at 10:00am",Regular Bi-Monthly meeting,
135635,5/19/2020,1:00 PM,Board of Funeral Service Examiners,,"179 Summers Street, Suite 319 Charleston, WV 25301","o conduct regular board business to include but not limited to review complaints, financial reports, legislative updates, approve licenses, etc.",
135633,5/19/2020,1:00 PM,Rural Rehabilitation Loan CommitteeWV Department of Agriculture,,Microsoft TEAMS Meeting (304)306-8651 Conference ID: 517 632 708#,To discuss regular business of the WVDA Rural Rehabilitation Loan Committee,
135145,5/19/2020,3:00 PM,MLK State Holiday CommissionHerbert Henderson Office of Minority Affairs,,West Virginia Bureau of Senior Services - 3rd Floor of Town Center Mall,MLK Monthly Meeting,
135219,5/19/2020,4:30 PM,"Board of DirectorsPutnam County Development Authority, Inc.",,"971 WV SR 34 Hurricane, WV 25526",Required monthly meeting to conduct business of the authority.,
135427,5/20/2020,9:00 AM,"West Virginia Commission on the ArtsWest Virginia Department of Arts, Culture & History",,"The Culture Center 1900 Kanawha Boulevard East Charleston, WV",To review and score Cultural Facilities and Capital Resources grant applications ,
135308,5/20/2020,11:00 AM,WV Department of Administration,Cabinet Secretary's Office Governor's Committee for the Purchase of Commodities and Services from the Handicapped," Building 1, Room E-131 Capitol Complex 1900 Kanawha Blvd., East Charleston, West Virginia",Regularly scheduled meeting of the Governor's Committee for the Purchase and Services from the Handicapped.,
135213,5/21/2020,9:00 AM,Chiropractic BoardChiropractic Board,,"Fairfield Inn & Suites by Marriott 402 2nd Avenue South Charleston, WV 25303",Board Meeting!Consider complaints; Review PCard Expenditures; Review Budget & Cash Balance; Discuss Daily Operations of Board!  Agenda available upon request!,
135264,5/21/2020,9:00 AM,Chiropractic Board of West VirginiaChiropractic Board of West Virginia,,"Fairfield Inn & Suites by Marriott 402 2nd Avenue South Charleston, WV 25303","Board Meeting scheduled to consider complaints, review budget and purchasing card expenditures and review 2020 legislation.  Agenda will be made available three days prior to the meeting.  ",
134449,5/21/2020,9:00 AM,Fairmont State University Board of Governors, Executive Committee,"1201 Locust Avenue 222 Hardway Fairmont, WV 26554",Regular Scheduled Meeting,
134795,5/21/2020,2:00 PM,Medical Imaging & Radiation Therapy Technology Board of Examiners ,,"Albert T Summers Center 1124 Smith Street, Suite B-300 Charleston, WV 25304 ",Regularly scheduled Board Meeting.  Open to the Public.  Agenda available prior to the meeting. 1-304-558-4012.  www.wvrtboard.org,
135361,5/27/2020,10:30 AM,SAFE Commission,Division of Administrative Services  Justice and Community Services ,"1124 Smith St. Ste. 3100 Charleston, WV 25301",Quarterly SAFE Commission Meeting ,
134660,5/27/2020,11:00 AM,West Virginia Infrastructure & Jobs Development CouncilTechnical & Funding Committees Meeting,,"1009 Bullitt Street Charleston, WV 25301",Technical and Funding Review of new applications and other requests of the Infrastructure Council.,
133648,5/27/2020,5:00 PM,Cabell-Huntington Board of HealthCabell-Huntington Health Department,,"Cabell-Huntington Health Department 703 Seventh Avenue Huntington, WV 25701",Regular Meeting,
134599,5/28/2020,9:00 AM,LEPS Subcommittee,JCS-DAS LEPS Subcommittee,"Professional Development Center West Virginia State Police Academy 123 Academy Drive Dunbar, WV 25064 (304) 766-5847",To address matters relating to the training and certification of law enforcement officers,
135604,5/28/2020,9:00 AM,West Virginia Board of Coal Mine Health and SafetyCommerce,,Conference Call ,Rule Review,
134963,5/28/2020,11:00 AM,Local Workforce Development BoardWorkForce West Virginia ,,"WVDRS Nitro Office 10 McJunkin Road Nitro, WV 25143",To discuss regional activities under the Workforce Innovation and Opportunities Act of 2014.,
134440,5/28/2020,4:00 PM,Fairmont State University Board of Governors, Athletic Affairs Committee Meeting,"1201 Locust Avenue 219 Hardway Fairmont, WV 26554",Regular Scheduled Meeting,
135569,5/31/2020,1:00 PM,Natural Resources Commissiom,Commerce Division of Natural Resources,"Stonewall Resort 140 940 Resort Drive Roanoke, WV",Quarterly Meeting,
135623,5/31/2020,1:00 PM,Natural Resources Commission,Department of Commerce Division of Natrual Resources,"Stonewall Resort 940 Resort Rd. Roanoke, WV 26447",Quarterly Natural Resources Commission Meeting ,
135659,5/4/2020,2:30 PM,WV Board of Osteopathic MedicineWV Board of Osteopathic Medicine,,Teleconference: 1-877-302-0757 Conference ID: 3203512# ,Consideration of guidance and best practices for licensees pursuant to Executive Order 30-20.,This is an emergency meeting.
135660,5/20/2020,6:00 AM,Board of TrusteesMonroe County Health Center,,BOT meeting will be held virtually due to the COVID-19 pandemic. for more information call 304-772-3064,The Monroe County Health Center Board of Trustees regular monthly meeting to discuss operations.,
135661,5/8/2020,1:00 PM,Board of Governors,Glenville State College Executive Committee ,"Mollohan Campus Community Center, Room 319",To set agenda for June Meeting.,
135662,5/8/2020,12:00 PM,Board of Governors,West Virginia State University Full Board,Virtual Zoom Zoom Meeting-Full Board meeting will follow the consecutive meetings of the Board Committees starting at 10:00AM for approximately 30 minutes each.  Join Zoom Meeting https://zoom.us/j/993243513 Meeting ID: 993 243 513 ,Regular scheduled meeting of the Board,
135677,5/11/2020,11:30 AM,2020 Census West Virginia Complete Count Commission,,Conference Call 712-770-4010 access code 908-139,Update on Census operations,
135676,5/12/2020,9:30 AM,State Historic Preservation Office,"Dept. of Arts, Culture and History development grant selection panel","Due to COVID-19 social distancing, panel will meet by conference call. For more information on participating, please contact Susan Pierce at 304-558-0240 or susan.m.pierce@wv.gov","to review FY2021 state development grant applications to review, score and make recommendations for the WV Archives and Historic Commission for their approval.",
135664,5/27/2020,11:00 AM,Board of GovernorsGlenville State College,,"Mollohan Campus Community Center, Third Floor, Ballroom",Special meeting to review and discuss presidential search candidates.,
135665,5/27/2020,4:30 PM,Board of GovernorsGlenville State College,,"Mollohan Campus Community Center, Third Floor, Ballroom",Special meeting to review and discuss presidential search candidates.,
135666,5/28/2020,11:00 AM,Board of GovernorsGlenville State College,,"Mollohan Campus Community Center, Third Floor, Ballroom",Special meeting to review and discuss presidential search candidates.,
135667,5/28/2020,4:30 PM,Board of GovernorsGlenville State College,,"Mollohan Campus Community Center, Third Floor, Ballroom",Special meeting to review and discuss presidential search candidates.,
135668,5/29/2020,11:00 AM,Board of GovernorsGlenville State College,,"Mollohan Campus Community Center, Third Floor, Ballroom",Special meeting to review and discuss presidential search candidates.,
135669,5/29/2020,1:30 PM,Board of GovernorsGlenville State College,,"Mollohan Campus Community Center, Third Floor, Room 319",Special meeting to review and discuss presidential search candidates.,
135683,5/15/2020,9:00 AM,Help America Vote Act BoardSecretary of State,,"Telephonic, dial in number to be provided",Consider county HAVA and CARES Act grant applications,
135689,5/15/2020,1:00 PM,State Election Commission Board Secretary of State,,"Telephonic, dial in number to be provided",Consider county HAVA and CARES Act grant applications,
135682,5/16/2020,3:00 PM,Calhoun County Solid Waste Authority,,teleconference 978-990-5000 access code when prompted 850234#,Monthly Board Meeting,
135680,5/21/2020,9:00 AM,Chiropractic BoardChiropractic Board,,"Conference Call WV Board of Chiropractic 415 1/2 D Street, Suite B South Charleston, WV 25303","Quarterly Board Meeting to consider complaints, review and approve FY2021 budget and p-card expenditures.  Review 2020 legislation.  Discuss mandated hours for 2021 renewal.  Agenda will be made available three days prior to the meeting by contacting Board office.",
135695,5/21/2020,9:00 AM,WV Statewide Interoperable Executive Committee(WV SIEC),WV Division of Homeland Security & Emergency Management Region One Interoperable Committee (RIC ONE),Via go to meeting conference bridge. 1-872-240-3311  access code 531-280-989,"Bi-monthly RIC ONE meeting to discuss SIRN, SIEC and RIC topics.",
135678,5/27/2020,9:00 AM,West Virginia Housing Development Fund, Board of Directors,Conference Call Phone: 800-804-5051 Conference Number: 8876533 Pin: 2917,Regular Meeting VIA Conference Call,
135679,5/28/2020,10:00 AM,Oil and Gas Conservation Commission,,Virtual Hearing To join by phone 1-408-418-9388  To join by video system or applicationhttps://www.webex.com/login/attend-a-meeting Meeting number access code 629 801 353 Meeting passwords - computer vyUt43Gbts5 or phone 89884342 ,"HEARINGIN THE MATTER OF THE REQUEST BY TUG HILL OPERATING, LLC FOR AN ORDER FROM THE COMMISSION ESTABLISHING DRILLING UNITS AND POOLING OF UNLEASED TRACTS AND INTERESTS OF OIL AND GAS OWNERS AND OPERATORS WHO HAVE NOT ENTERED INTO VOLUNTARY AGREEMENTS ALLOWING FOR THE DEVELOPMENT AND OPERATION OF THE FITZGERALD S-17HU DRILLING UNIT CONSISTING OF 412.02 ACRES, FITZGERALD S-18HU DRILLING UNIT CONSISTING OF 369.20 ACRES, AND FITZGERALD S-19HU DRILLING UNIT CONSISTING OF 377.27 ACRES, AND FOR EXCEPTION TO RULE W. Va. C.S.R. § 39-1-4.2 FOR THE WELLS FITZGERALD S-17HU, FITZGERALD S-18HU,AND FITZGERALD S-19HU TO BE LOCATED IN LIBERTY DISTRICT, MARSHALL COUNTY, WEST VIRGINIA AND THE OBJECTION FROM SWN PRODUCTION COMPANY, LLC REGARDING THE INTENTIONAL DEVIATIONDOCKET NO. 294CAUSE NO. 298",
135684,5/29/2020,9:00 AM,Help America Vote Act BoardSecretary of State,,"Telephonic, dial in number to be provided",Consider county HAVA and CARES Act grant applications,
135690,5/29/2020,1:00 PM,State Election Commission BoardSecretary of State,,"Telephonic, dial in number to be provided",Consider county HAVA and CARES Act grant applications,
135696,5/13/2020,9:00 AM,Board of Coal Mine Health and Safety Commerce ,,Conference Call,Regular Monthly Meeting,
135701,5/13/2020,5:30 PM,Joint Advisory Council for Limited Prescriptive Authority,,"Due to COVID-19 and gathering restrictions, the meeting will be held remotely. To join: Phone #: 1-301-715-8592 ID: 9465468987",Regular business of the Council including review and consideration of requested pilot study,
135699,5/20/2020,12:00 PM,Board of GovernorsEastern WV Conn. and Tech. College,,"Virtual Zoom Meeting. To join, go to: https://www.easternwv.edu/about-eastern/board-governors/board-meetings ",Regularly scheduled meeting.,
135700,5/20/2020,5:00 PM,Board of DirectorsPotomac Valley Hospital,,"WebEx Anyone wishing to attend, must contact the PVH Administrative Office",Bi-Monthly Board Meeting,
135698,5/26/2020,10:00 AM,TOWER ACCESS ASSISTANCE FUND REVIEW COMMITTEE (TAAFRC)WV PUBLIC SERVICE COMMISSION,,"WV PUBLIC SERVICE COMMISSION BUILDING HEARING ROOM 2 (1ST FLOOR) 201 BROOK ST CHARLESTON, WV ","THIS IS THE REGULAR MONTHLY MEETING OF THE TAAFRC. The agenda is belowAGENDA FOR 5-26-2020 TOWER ACCESS ASSISTANCE FUND REVIEW COMMITTEE MEETING1.Roll call and determination of whether a voting quorum is present.2.Approval of minutes of previous meeting.  March 31, 2020 (no meeting in April)3.3.  Financial report.4.  Media items, if any. 4.WTAAF matters dealt with by any TAAFRC member due to outside contact. 6.  Status reports regarding uncompleted Projects which have received grant funds:TAF WOOD 18A (BELLEVIEW) Waiting shipment of tower, covid has slowed us down. I visited the site yesterday, prep completed. Rick Woodyard 4-21-2020TAF DODDRIDGE 18A (WEST UNION) Power line has been run and working on getting the gas line run for the generator. Ordered the IRP equipment from Motorola. Continued rain has kept the contractor from getting the concrete poured, waiting on a steady few days of dry weather for this to be done. George Eidel 4-15-2020TAF LINCOLN 18A (MIDKIFF) Tower steel has been completed. Waiting for rebar to be finished.I hope to have the full foundation completed by the end of May so stacking can begin. Allen Holder 4-23-2020TAF WETZEL 19A (WILEYVILLE) Frontier has completed the phone line relocation project at the tower site. We are awaiting commission approval on the paperwork. We are also waiting to hear back from the homeland grant we submitted for the SIRN equipment. Gary Glasscock 4-24-2020Additional items as appropriate. 7.Next meeting will be held at 10:00 a.m., in the small first floor hearing room of the WVPSC Building (201 Brooks Street, Charleston, WV), on Tuesday , JUNE 30, 20208.NOTE: Order and/or subject matter of agenda items may change during the meeting.2019 MEETINGS: (Last Tuesday of Month, except December)  JULY 28, 2020, AUGUST 25, 2020, SEPTEMBER 29, 2020, OCTOBER 27, 2020, NOVEMBER 24, 2020, DECEMBER 15, 2020",
135697,5/28/2020,12:00 PM,MERCER COUNTY COMMUNICATIONS CENTER AUTHORITY BOARD (9-1-1),,"MERCER COUNTY COMMUNICATIONS CENTER (9-1-1) 911 SHELTER RD PRINCETON, WV 24739-7701 ",THIS IS THE REGULAR MONTHLY MEETING OF THE 9-1-1 AUTHORITY BOARD,
135706,5/14/2020,10:00 AM,West Virginia Broadband Enhancement CouncilWest Virginia Department of Commerce,,"State Capitol Complex Building 3, First Floor",Regular Monthly Meeting,
135711,5/16/2020,9:30 AM,"Medicine, Board of ", Physician Assistant Committee,"101 Dee Drive, Suite 103 Charleston, WV 25311","The general purpose of this meeting is to discuss and transact regular business of the West Virginia Board of Medicine, which includes licensure of physician assistants.",
135712,5/16/2020,10:00 AM,"Medicine, Board of ", Licensure Committee,"101 Dee Drive, Suite 103 Charleston, WV 25311","The general purpose of this meeting is to discuss and transact regular business of the West Virginia Board of Medicine, which includes licensure of medical doctors and podiatric physicians.",
135713,5/17/2020,10:30 AM,"Medicine, Board of ", Personnel Committee,"101 Dee Drive, Suite 103 Charleston, WV 25311",The general purpose of this meeting is to discuss personnel matters of the Board of Medicine.,
135714,5/17/2020,11:00 AM,"Medicine, Board of ", Executive / Management Committee,"101 Dee Drive, Suite 103 Charleston, WV 25311",The general purpose of this meeting is to discuss and transact regular business of the West Virginia Board of Medicine.,
135715,5/17/2020,12:30 PM,"Medicine, Board of ", Complaint Committee,"101 Dee Drive, Suite 103 Charleston, WV 25311","The general purpose of this meeting is to discuss and transact business of the West Virginia Board of Medicine, including initiation of complaints and disciplinary action relating to medical doctors, podiatric physicians, and physician assistants.",
135716,5/18/2020,9:00 AM,"Medicine, Board of ", Board Meeting,"101 Dee Drive, Suite 103 Charleston, WV 25311","The general purpose of this meeting is to discuss and transact regular business of the West Virginia Board of Medicine, which includes licensure of medical doctors, podiatric physicians, and physician assistants and discipline of medical doctors, podiatric physicians, and physician assistants. ",
135717,5/18/2020,1:00 PM,Board of Governors Concord University,,Video Conference due to the COVID19 pandemic and social distancing guidelines. ,Special Board meeting scheduled to discuss an update of the University's response to the COVID19 pandemic. ,
135702,5/18/2020,2:00 PM,Higher Education Policy Commission,,By conference call.,To conduct regular business before the next regular meeting.,
135707,5/21/2020,8:00 AM,West Virginia Economic Development Authority,,Telephonic Meeting Dial In Information: Dial In Number: 1-888-273-3658 Participant Code: 9045340 ,"Public Hearing on Issuance of Solid Waste Disposal Facility Revenue BondsNOTICE TO RESIDENTS OF THE STATE OF WEST VIRGINIAAND OTHER PERSONS INTERESTED - ISSUANCE BY THE WEST VIRGINIA ECONOMIC DEVELOPMENT AUTHORITY OF ITS SOLID WASTE DISPOSAL FACILITY REVENUE BONDS (ARCH RESOURCES, INC. PROJECT), SERIES 2020NOTICE IS HEREBY GIVEN, pursuant to Section 147(f) of the Internal Revenue Code of 1986, as amended, that THE WEST VIRGINIA ECONOMIC DEVELOPMENT AUTHORITY (the Authority) contemplates the adoption of a bond authorizing resolution, at a regular meeting to be held on May 21, 2020, at 10:00 a.m., prevailing time, to consider for approval the issuance of its Solid Waste Disposal Facility Revenue Bonds (Arch Resources, Inc. Project), Series 2020 in an amount not to exceed $53,090,000 (the Bonds), pursuant to Chapter 31, Article 15 of the West Virginia Code of 1931, as amended, to assist Arch Resources, Inc., a Delaware corporation (the Corporation), by issuing its exempt facility bonds for solid waste disposal facilities as defined in Section 142 of the Internal Revenue Code of 1986, as amended, to finance the costs of the acquisition, construction, reconstruction, and equipping of solid waste disposal facilities which will be located in Barbour County, West Virginia for a new world-class longwall mine that will produce an estimated three million tons of premium, High-Vol A coking coal annually for sale primarily into the growing global marketplace, to pay certain capitalized interest on the Bonds and to pay certain costs of issuing the Bonds (collectively, the Project).  The location of the Project is generally at 21550 Barbour County Highway, Philippi, WV 24616.   The geographic location of the Project is at Corders Crossing located at the intersection of U.S. Route 119/250 and West Virginia Route 76, Barbour County, West Virginia.  Wolf Run Mining Company LLC, an indirect subsidiary of the Corporation, will be the owner and the principal user of the Project.     The Bonds shall be titled the West Virginia Economic Development Authority, Solid Waste Disposal Facility Revenue Bonds (Arch Resources, Inc. Project), Series 2020.  The Corporation has engaged Citigroup Global Markets, Inc. to act as underwriter with respect to the Bonds.   Subject to the approval of the Authority, the Corporation expects the Bonds to be marketed by June 30, 2020.     The Authority shall have no financial obligation or liability of any kind in connection with payment of the principal of or interest on the Bonds.  The Bonds shall not constitute an indebtedness of the Authority, but shall be a limited obligation of the Authority payable solely from loan repayment proceeds or other revenues to be derived pursuant to a loan agreement to be entered into among the Authority and the Corporation and neither the Bonds nor the interest thereon, nor any charge in connection therewith, shall be a charge against the general credit or taxing powers of the Authority or the State of West Virginia, nor shall the same ever constitute an indebtedness of the Authority or the State of West Virginia, within the meaning of any constitutional provision or statutory limitations.In order to promote and protect the safety of both the public and the Authoritys staff in light of the COVID-19 pandemic, a public hearing will be held before the Authority on May 21, 2020, at 8:00 a.m. solely via the following toll-free telephonic conference line in lieu of physical presence at the public hearing: Dial In Number:  1-888-273-3658Participant Code: 9045340Any person or persons interested may appear before the Authority, via the teleconference line only, to present oral comments and suggestions and be heard as to the proposed issuance of Bonds and the location and nature of the Project to be financed with the Bonds. Interested individuals may also submit written comments to the Authority at 180 Association Drive, Charleston, West Virginia 25311 or to caren.d.wilcher@wv.gov on or before 8:00 a.m. on May 21, 2020. This notice is given pursuant to Section 147(f) of the Internal Revenue Code of 1986, as amended.Following said public hearing, the Authority intends to vote on the adoption of the Resolution approving the issuance of its West Virginia Economic Development Authority, Solid Waste Disposal Facility Revenue Bonds (Arch Resources, Inc. Project), Series 2020 and to take such other action as it deems proper.Dated this May 12, 2020./s/ Dale SteagerSecretary, West Virginia Economic Development Authority",
135709,5/21/2020,9:00 AM,"WV Ag Advisory BoardWV Dept of Agriculture, Governor's Office, WVU Extension",,Conf Call - 13043068651 conf ID 648751803,Regular meeting of the Board.,
135710,5/26/2020,1:30 PM,Commission Board,WV Municipal Bond Commission Revenue,Telephone conference meeting Call in 304-391-5940 Conference number 1060247,Regular tri-annual meeting,
135708,5/27/2020,1:30 PM,Computer Advisory Board,West Virginia Higher Education Policy Commission WVNET ,Via Videoconference. ,Semi-annual meeting.,
135718,5/18/2020,11:00 AM,Board of Governors ,Concord University  Executive Committee ,Video conference due to the COVID19 Pandemic and social distancing guidelines. ,"Committee meeting prior to the special full board meeting scheduled for 1:00 p.m. on May 18, 2020.  The Executive Committee will review the University's response to the COVID19 Pandemic which may include a possible executive session. ",
135720,5/19/2020,3:45 PM,"Reynolds Memorial Hospital, Inc. ", Executive Committee Meeting,Conference Call Bridge 304-598-4655 PIN 182645,Regularly scheduled meeting ,
135724,5/20/2020,11:00 AM,WV Solid Waste Management BoardWV Solid Waste Management Board,,Conference Call 651-369-9486 access code 303661,Regular Board Meeting.  The agenda is available on Solid Waste Management Board Facebook or by emailing jayne.a.arthur@wv.gov,
135723,5/21/2020,3:45 PM,"Reynolds Memorial Hospital, Inc.", Board of Directors,Conference Call 304-598-4655 PIN 182645,Regular monthly business meeting,
135725,5/11/2020,10:00 AM,COVID-19 Advisory Commission on African American DisparitiesBureau for Public Health,,"VIA ZOOM https://berrydunn.zoom.us/j/93610814353 Dial: 1 646 876 9923 Meeting ID: 936 1081 4353 One tap mobile +16468769923,,93610814353# ","The purpose of this advisory group meeting is to assist DHHR with community outreach and education in regard to COVID-19 in African Americans, Latinos and/or other racial and ethnic groups in the state of West Virginia.",
135731,5/18/2020,11:30 AM,2020 Census West Virginia Complete Count Commission,,Conference Call 712-770-4010 access code 908-139,Update on Census operations,
