id,title,year,datetime,building,address,outcome
#19-04894,FIRE ALARM,2019,2019-11-10 20:31:00,WVU BOREMAN RFL GARAGE,"617 NORTH SPRUCE ST, MORGANTOWN, WV 26501",Closed - Resolved
#19-04893,LARCENY,2019,2019-11-10 16:35:00,WVU OAKLAND HALL-WEST,"438 OAKLAND ST, MORGANTOWN, WV 26501",Closed - Resolved
#19-04892,ELEVATOR RESCUE,2019,2019-11-09 22:59:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Inactive
#19-04891,HIT AND RUN,2019,2019-11-10 12:22:00,WVU Area 50 (Allen/ Perc),"39.646836, -79.966397",Active
#19-04890,"PETIT LARCENY, STPL",2019,2019-11-10 04:57:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Inactive
#19-04889,ABCC VIOLATION,2019,2019-11-10 04:16:00,WVU SUMMIT HALL,"211 GRANT AVE, MORGANTOWN, WV 26501",Clear by Warning
#19-04888,SHOPLIFTING,2019,2019-11-10 03:50:00,SHEETZ #556 SUNNYSIDE,"2151 UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Citation
#19-04887,"TRAFFIC STOP, 1054",2019,2019-11-10 02:10:00,"
","PROSPECT ST / NORTH HIGH ST, MORGANTOWN, WV 26501",Clear by Warning
#19-04886,ASSIST EMS POLICE,2019,2019-11-10 01:47:00,"
","316 FIFE AVE, MORGANTOWN, WV 26501",Closed - Resolved
#19-04885,DRUG INCIDENT,2019,2019-11-10 01:17:00,WVU SUMMIT HALL,"211 GRANT AVE, MORGANTOWN, WV 26501",Unfounded
#19-04884,"TRAFFIC STOP, 1054",2019,2019-11-10 01:12:00,"
","PROSPECT ST / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#19-04883,ABCC VIOLATION,2019,2019-11-10 00:23:00,WVU OAKLAND HALL-EAST,"438 OAKLAND ST, MORGANTOWN, WV 26501",Clear by Warning
#19-04882,DESTRUCTION OF PROPERTY,2019,2019-11-10 00:10:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Inactive
#19-04881,DRUG INCIDENT,2019,2019-11-09 23:24:00,WVU SUMMIT HALL,"211 GRANT AVE, MORGANTOWN, WV 26501",Unfounded
#19-04880,ASSIST EMS POLICE,2019,2019-11-09 22:23:00,WVU BOREMAN SOUTH,"600 NORTH HIGH ST, MORGANTOWN, WV 26501",Closed - Resolved
#19-04879,DESTRUCTION OF PROPERTY,2019,2019-11-09 21:20:00,WVU UNIVERSITY PLACE NORTH,"2161 UNIVERSITY AVE, MORGANTOWN, WV 26501",Inactive
#19-04878,ABCC VIOLATION,2019,2019-11-09 21:14:00,WVU BOREMAN SOUTH,"600 NORTH HIGH ST, MORGANTOWN, WV 26501",Clear by Arrest
#19-04877,DRUG INCIDENT,2019,2019-11-09 21:01:00,WVU BOREMAN SOUTH,"600 NORTH HIGH ST, MORGANTOWN, WV 26501",Unfounded
#19-04876,DRUG INCIDENT,2019,2019-11-09 20:53:00,WVU SUMMIT HALL,"211 GRANT AVE, MORGANTOWN, WV 26501",Unfounded
#19-04875,ASSIST EMS POLICE,2019,2019-11-09 19:48:00,WVU BOREMAN NORTH,"602 NORTH HIGH ST, MORGANTOWN, WV 26501",Clear by Citation
#19-04874,"TRAFFIC STOP, 1054",2019,2019-11-09 19:26:00,"
","NORTH HIGH ST / PROSPECT ST, MORGANTOWN, WV 26501",Clear by Warning
#19-04873,"TRAFFIC STOP, 1054",2019,2019-11-09 19:00:00,"
","NORTH SPRUCE ST / PROSPECT ST, MORGANTOWN, WV 26501",Clear by Warning
#19-04872,ASSIST EMS POLICE,2019,2019-11-09 15:16:00,PHYSICIANS OFFICE CENTER,"61 STADIUM DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04871,DRUG INCIDENT,2019,2019-11-09 14:58:00,"
","OUTLOOK ST, MORGANTOWN, WV 26501",Closed - Resolved
#19-04870,ELEVATOR RESCUE,2019,2019-11-09 13:17:00,WVU OAKLAND HALL-EAST,"438 OAKLAND ST, MORGANTOWN, WV 26501",Closed - Unresolved
#19-04869,ASSIST EMS POLICE,2019,2019-11-09 14:09:00,WVU STADIUM,"3 ERRETT RODGERS DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04867,PUBLIC INTOX,2019,2019-11-09 12:53:00,BLUE LOT,"0 STADIUM DR, MORGANTOWN, WV",Clear by Citation
#19-04866,ASSIST EMS POLICE,2019,2019-11-09 12:50:00,WVU CHESTNUT RIDGE RESEARCH BUILDING,"886 CHESTNUT RIDGE RD, MORGANTOWN, WV 26501",Closed - Resolved
#19-04865,ASSIST EMS POLICE,2019,2019-11-09 13:06:00,BLUE LOT,"0 STADIUM DR, MORGANTOWN, WV",Closed - Resolved
#19-04864,PUBLIC INTOX,2019,2019-11-09 13:00:00,WVU STADIUM,"3 ERRETT RODGERS DR, MORGANTOWN, WV 26501",Clear by Warning
#19-04863,DESTRUCTION OF PROPERTY,2019,2019-11-09 10:24:00,WVU SENECA HALL,"2151 UNIVERSITY AVE, MORGANTOWN, WV 26501",Closed - Unresolved
#19-04862,DRUG INCIDENT,2019,2019-11-09 12:53:00,WVU LYON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Clear by Citation
#19-04860,SUSPICIOUS EVENT,2019,2019-11-09 12:20:00,WVU SENECA HALL,"2151 UNIVERSITY AVE, MORGANTOWN, WV 26501",Closed - Resolved
#19-04859,AUTO TAMPERING,2019,2019-11-08 15:00:00,WVU Area 50 (Allen/ Perc),"39.646836, -79.966397, Morgantown, WV 26501",Inactive
#19-04858,PUBLIC INTOX,2019,2019-11-09 12:14:00,WVU STADIUM,"3 ERRETT RODGERS DR, MORGANTOWN, WV 26501",Inactive
#19-04857,ASSIST EMS POLICE,2019,2019-11-09 11:21:00,BLUE LOT,"0 STADIUM DR, MORGANTOWN, WV",Closed - Resolved
#19-04856,FIGHT,2019,2019-11-09 11:13:00,BLUE LOT,"0 STADIUM DR, MORGANTOWN, WV",Unfounded
#19-04855,ABCC VIOLATION,2019,2019-11-09 10:40:00,BLUE LOT,"0 STADIUM DR, MORGANTOWN, WV",Clear by Citation
#19-04853,ASSIST EMS POLICE,2019,2019-11-09 09:50:00,WVU POLICE DEPARTMENT,"992 ELMER PRINCE DR, MORGANTOWN, WV",Inactive
#19-04852,HIT AND RUN,2019,2019-11-09 09:32:00,WVU Area 201 (Law School/Stadium) ,"39.646126, -79.955498, MORGANTOWN, WV",Clear by Citation
#19-04851,FIRE ALARM,2019,2019-11-09 06:23:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Closed - Resolved
#19-04850,REFUSAL TO LEAVE,2019,2019-11-09 03:24:00,SHEETZ #556 SUNNYSIDE,"2151 UNIVERSITY AVE, MORGANTOWN, WV 26501",Closed - Resolved
#19-04848,ABCC VIOLATION,2019,2019-11-09 00:04:00,WVU BOREMAN SOUTH,"600 NORTH HIGH ST, MORGANTOWN, WV 26501",Closed - Charges Filed
#19-04847,FIRE ALARM,2019,2019-11-09 04:46:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Closed - Resolved
#19-04846,ELEVATOR RESCUE,2019,2019-11-09 01:39:00,WVU BROOKE TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04845,DESTRUCTION OF PROPERTY,2019,2019-11-09 04:16:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Inactive
#19-04844,SHOPLIFTING,2019,2019-11-09 01:29:00,SHEETZ #556 SUNNYSIDE,"2151 UNIVERSITY AVE, MORGANTOWN, WV 26501",Inactive
#19-04843,ASSIST EMS POLICE,2019,2019-11-09 03:15:00,WVU OAKLAND HALL-WEST,"438 OAKLAND ST, MORGANTOWN, WV 26501",Closed - Resolved
#19-04842,"TRAFFIC STOP, 1054",2019,2019-11-09 03:05:00,"
","THIRD ST / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#19-04841,ABCC VIOLATION,2019,2019-11-09 02:19:00,WVU UNIVERSITY PLACE NORTH,"2161 UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#19-04840,ABCC VIOLATION,2019,2019-11-09 01:16:00,WVU BENNETT TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Clear by Warning
#19-04839,ABCC VIOLATION,2019,2019-11-09 00:46:00,WVU BENNETT TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Clear by Warning
#19-04838,ABCC VIOLATION,2019,2019-11-08 23:44:00,WVU OAKLAND HALL,"438 OAKLAND ST, MORGANTOWN, WV 26501",Clear by Citation
#19-04837,DRUG INCIDENT,2019,2019-11-08 21:35:00,WVU LYON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Unfounded
#19-04836,FOUND PROPERTY,2019,2019-11-08 20:49:00,HEALTH SCIENCE CENTER,"64 MEDICAL CENTER DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04834,TALK WITH OFFICER,2019,2019-11-08 17:49:00,BLUE LOT,"0 STADIUM DR, MORGANTOWN, WV",Closed - Resolved
#19-04833,LARCENY,2019,2019-11-08 15:02:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Closed - Unresolved
#19-04832,BACK TICKET TOW,2019,2019-11-08 13:31:00,WVU Area 40 NRCCE ,"39.644635, -79.972324",Vehicle- Impounded
#19-04831,TALK WITH OFFICER,2019,2019-11-08 12:28:00,WVU POLICE DEPARTMENT,"992 ELMER PRINCE DR, MORGANTOWN, WV",Closed - Resolved
#19-04830,TALK WITH OFFICER,2019,2019-11-06 08:30:00,WVU POLICE DEPARTMENT,"992 ELMER PRINCE DR, MORGANTOWN, WV",Closed - Unresolved
#19-04829,BACK TICKET TOW,2019,2019-11-08 12:13:00,WVU SHORT TERM 6 (WATER TOWER),"39.644914,-79.967471, MORGANTOWN, WV 26501",Vehicle- Impounded
#19-04828,DESTRUCTION OF PROPERTY,2019,2019-11-08 11:40:00,WVU LAW SCHOOL,"1 LAW CENTER DR, MORGANTOWN, WV 26501",Closed - Unresolved
#19-04827,VEHICLE ACCIDENT,2019,2019-11-08 10:29:00,WVU STUDENT RECREATION CENTER,"2001 REC CENTER DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04826,ABCC VIOLATION,2019,2019-11-08 01:34:00,WVU BROOKE TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Clear by Citation
#19-04825,TALK WITH OFFICER,2019,2019-11-01 00:01:00,WVU Area 65 (UPD) ,"39.653176, -79.962206",Closed - Resolved
#19-04824,"TRAFFIC STOP, 1054",2019,2019-11-08 00:56:00,"
","UNIVERSITY AVE / FALLING RUN RD, MORGANTOWN, WV 26501",Clear by Warning
#19-04823,DRUG INCIDENT,2019,2019-11-07 22:29:00,WVU OAKLAND HALL-WEST,"438 OAKLAND ST, MORGANTOWN, WV 26501",Closed - Resolved
#19-04822,DRUG INCIDENT,2019,2019-11-07 21:49:00,WVU SENECA HALL,"2151 UNIVERSITY AVE, MORGANTOWN, WV 26501",Unfounded
#19-04821,WELFARE CHECK,2019,2019-11-07 16:10:00,WVU OAKLAND HALL-WEST,"438 OAKLAND ST, MORGANTOWN, WV 26501",Closed - Resolved
#19-04820,"TRAFFIC STOP, 1054",2019,2019-11-07 21:09:00,"
","PROSPECT ST / NORTH SPRUCE ST, MORGANTOWN",Clear by Citation
#19-04819,FIRE ALARM,2019,2019-11-07 20:33:00,WVU COLISEUM,"11 JERRY WEST DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04818,FRAUD,2019,2019-11-07 15:54:00,WVU MOUNTAINEER STATION,"1112 VAN VOORHIS RD, MORGANTOWN, WV",Forward to Other Agency
#19-04817,ASSIST AGENCY,2019,2019-11-07 16:30:00,WVU OAKLAND HALL-EAST,"438 OAKLAND ST, MORGANTOWN, WV 26501",Closed - Resolved
#19-04816,HIT AND RUN,2019,2019-11-07 15:20:00,WVU Area 81 (HSC) ,"39.655616, -79.961320, MORGANTOWN",Inactive
#19-04815,ASSIST EMS POLICE,2019,2019-11-07 15:10:00,HEALTH SCIENCE CENTER,"64 MEDICAL CENTER DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04814,"TRAFFIC STOP, 1054",2019,2019-11-07 13:15:00,"
","MONONGAHELA BLVD, MORGANTOWN, WV 26501",Closed - Resolved
#19-04813,RECOVER STOLEN PROPERTY,2019,2019-11-07 11:19:00,WVU AREA 12 (Arnold),"39.632448, -79.951216",Closed - Resolved
#19-04812,ASSIST PERSON POLICE,2019,2019-11-07 12:25:00,CHICK FILA PATTESON DR ,"334 PATTESON DR, MORGANTOWN, WV",Closed - Resolved
#19-04811,BURGLAR ALARM,2019,2019-11-07 12:10:00,HEALTH SCIENCE CENTER,"64 MEDICAL CENTER DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04810,DESTRUCTION OF PROPERTY,2019,2019-11-07 10:51:00,"
","EVANSDALE DRIVE, MORGANTOWN, WV 26501",Closed - Resolved
#19-04809,ASSIST AGENCY,2019,2019-11-07 10:35:00,WVU POLICE DEPARTMENT,"992 ELMER PRINCE DR, MORGANTOWN, WV",Report only
#19-04808,BACK TICKET TOW,2019,2019-11-07 09:52:00,WVU SHORT TERM 4 (REC CENTER),"39.647516,-79.971475, MORGANTOWN, WV 26501",Vehicle- Impounded
#19-04807,ALARM CONDITION,2019,2019-11-07 09:27:00,WVU ART MUSEUM OF WVU,"2 FINE ARTS DR, MORGANTOWN, WV",Closed - Resolved
#19-04806,"TRAFFIC STOP, 1054",2019,2019-11-07 09:00:00,HEALTH SCIENCE CENTER,"64 MEDICAL CENTER DR, MORGANTOWN, WV 26501",Clear by Warning
#19-04805,TALK WITH OFFICER,2019,2019-11-07 08:14:00,HEALTH SCIENCE CENTER,"64 MEDICAL CENTER DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04803,BURGLAR ALARM,2019,2019-11-07 06:19:00,WVU BROOKE TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04802,"TRAFFIC STOP, 1054",2019,2019-11-07 02:59:00,"
","CAMPUS DR / BEECHURST AVE, MORGANTOWN, WV 26501",Clear by Citation
#19-04801,ASSIST AGENCY,2019,2019-11-07 00:10:00,"
","JUNCTION ST / HOFFMAN AVE, MORGANTOWN, WV 26501",Closed - Resolved
#19-04800,DRUG INCIDENT,2019,2019-11-06 23:11:00,WVU SUMMIT HALL,"211 GRANT AVE, MORGANTOWN, WV 26501",Unfounded
#19-04799,DRUG INCIDENT,2019,2019-11-06 21:32:00,WVU SENECA HALL,"2151 UNIVERSITY AVE, MORGANTOWN, WV 26501",Unfounded
#19-04798,ASSIST AGENCY,2019,2019-11-06 20:25:00,"
","CHESTNUT RIDGE RD / PINEVIEW DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04797,FIRE ALARM,2019,2019-11-06 20:22:00,WVU SUMMIT HALL,"211 GRANT AVE, MORGANTOWN, WV 26501",Closed - Resolved
#19-04796,FIRE ALARM,2019,2019-11-06 20:04:00,WVU SENECA HALL,"2151 UNIVERSITY AVE, MORGANTOWN, WV 26501",Closed - Resolved
#19-04795,FIRE ALARM,2019,2019-11-06 19:34:00,WVU HONORS HALL,"250 SECOND ST, MORGANTOWN, WV",Closed - Resolved
#19-04794,"TRAFFIC STOP, 1054",2019,2019-11-06 18:28:00,"
","FIFE AVE / PRICE ST, MORGANTOWN, WV 26501",Clear by Arrest
#19-04793,HIT AND RUN,2019,2019-11-06 17:17:00,WVU Area 50 (Allen/ Perc),"39.646836, -79.966397",Closed - Resolved
#19-04792,ASSIST EMS POLICE,2019,2019-11-06 16:59:00,WVU BRAXTON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04791,DESTRUCTION OF PROPERTY,2019,2019-11-06 15:33:00,TAU KAPPA EPSILON FRATERNITY(OLD),"692 NORTH HIGH ST, MORGANTOWN, WV 26501",Forward to Investigations
#19-04790,DESTRUCTION OF PROPERTY,2019,2019-11-04 09:55:00,"
","EVANSDALE DR, MORGANTOWN, WV 26501",Active
#19-04789,"TRAFFIC STOP, 1054",2019,2019-11-06 13:57:00,"
","COLLEGE AVE / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#19-04788,TALK WITH OFFICER,2019,2019-11-06 11:12:00,WVU BRAXTON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04787,ASSIST EMS POLICE,2019,2019-11-06 13:12:00,CARRUTH CENTER,"700 COLLEGE AVE, MORGANTOWN, WV",Closed - Resolved
#19-04786,FRAUD,2019,2019-11-06 12:07:00,HEALTH SCIENCE CENTER,"64 MEDICAL CENTER DR, MORGANTOWN, WV 26501",Forward to Investigations
#19-04785,TALK WITH OFFICER,2019,2019-11-06 10:38:00,WVU MOUNTAINEER STATION,"1112 VAN VOORHIS RD, MORGANTOWN, WV",Closed - Resolved
#19-04784,ASSIST EMS POLICE,2019,2019-11-06 10:32:00,WVU EISLAND HALL,"128 HOUGH ST, MORGANTOWN, WV",Closed - Resolved
#19-04783,BACK TICKET TOW,2019,2019-11-06 09:45:00,WVU Area 5 (loop) ,"39.637152, -79.953937, MORGANTOWN",Vehicle- Impounded
#19-04782,BACK TICKET TOW,2019,2019-11-06 09:22:00,WVU SHORT TERM 6 (WATER TOWER),"39.644914,-79.967471, MORGANTOWN, WV 26501",Vehicle- Impounded
#19-04781,ALARM CONDITION,2019,2019-11-06 09:08:00,WVU EVANSDALE CROSSING,"62 MORRILL WAY, MORGANTOWN, WV",Closed - Resolved
#19-04780,BACK TICKET TOW,2019,2019-11-06 08:57:00,WVU Area 40 NRCCE ,"39.644635, -79.972324",Vehicle- NOT Impounded
#19-04779,DRUG INCIDENT,2019,2019-11-05 23:24:00,WVU BOREMAN SOUTH,"600 NORTH HIGH ST, MORGANTOWN, WV 26501",Clear by Citation
#19-04778,DRUG INCIDENT,2019,2019-11-05 23:23:00,WVU LYON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Unfounded
#19-04777,DRUG INCIDENT,2019,2019-11-05 22:40:00,WVU BOREMAN SOUTH,"600 NORTH HIGH ST, MORGANTOWN, WV 26501",Unfounded
#19-04776,DRUG INCIDENT,2019,2019-11-05 21:03:00,WVU BRAXTON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Clear by Citation
#19-04775,FIRE ALARM,2019,2019-11-05 20:04:00,WVU STALNAKER HALL,"691 NORTH HIGH ST, MORGANTOWN, WV 26501",Closed - Resolved
#19-04774,FIRE ALARM,2019,2019-11-05 19:27:00,WVU BOREMAN NORTH,"602 NORTH HIGH ST, MORGANTOWN, WV 26501",Closed - Resolved
#19-04773,FIRE ALARM,2019,2019-11-05 18:58:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Closed - Resolved
#19-04772,INFORMATION REPORT,2019,2019-11-05 17:24:00,"
",992 Elmer Prince Dr,Forward to Other Agency
#19-04771,VANDALISM,2019,2019-11-05 15:14:00,WVU BUSINESS AND ECONOMICS BUILDING,"1601 UNIVERSITY AVE, MORGANTOWN, WV 26501",Closed - Resolved
#19-04770,LARCENY,2019,2019-11-05 15:01:00,IHOP - OAKLAND HALL,"475 OAKLAND ST, MORGANTOWN, WV",Closed - Resolved
#19-04769,DRUG INCIDENT,2019,2019-11-05 14:54:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Clear by Citation
#19-04768,DESTRUCTION OF PROPERTY,2019,2019-11-05 13:45:00,WVU Area 1 (White Hall),"39.632691, -79.955148, MORGANTOWN, WV",Inactive
#19-04767,"TRAFFIC STOP, 1054",2019,2019-11-05 03:32:00,"
","CAMPUS DR / BEECHURST AVE, MORGANTOWN, WV 26501",Clear by Warning
#19-04766,TALK WITH OFFICER,2019,2019-11-04 22:18:00,WVU Area 80 (HSC) ,"39.656155, -79.957830, MORGANTOWN",Inactive
#19-04765,DRUG INCIDENT,2019,2019-11-04 22:00:00,WVU LYON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04764,TALK WITH OFFICER,2019,2019-11-04 19:03:00,WVU BROOKS HALL,"98 BEECHURST AVE, MORGANTOWN, WV",Inactive
#19-04763,THREATS,2019,2019-11-04 13:41:00,WVU BOREMAN NORTH,"602 NORTH HIGH ST, MORGANTOWN, WV 26501",Closed - Resolved
#19-04762,ASSIST EMS POLICE,2019,2019-11-04 15:18:00,WVU HEALTH AND EDUCATION BUILDING,"375 BIRCH ST, MORGANTOWN, WV",Closed - Resolved
#19-04761,BACK TICKET TOW,2019,2019-11-04 14:17:00,COLLEGE PARK,"60 NEWTON AVE, MORGANTOWN, WV",Vehicle- Impounded
#19-04760,VEHICLE ACCIDENT,2019,2019-11-04 13:15:00,WVU MOUNTAINLAIR,"1550 UNIVERSITY AVE, MORGANTOWN, WV",Report only
#19-04759,LARCENY,2019,2019-11-02 12:17:00,WVU WOODBURN CIRCLE,"39.635817, -79.954791, MORGANTOWN, WV 26501",Inactive
#19-04758,BACK TICKET TOW,2019,2019-11-04 09:59:00,COLLEGE PARK,"60 NEWTON AVE, MORGANTOWN, WV",Vehicle- Impounded
#19-04757,BACK TICKET TOW,2019,2019-11-04 09:15:00,WVU Area 50 (Allen/ Perc),"39.646836, -79.966397, MORGANTOWN",Vehicle- NOT Impounded
#19-04756,BURGLAR ALARM,2019,2019-11-04 07:20:00,WVU BROOKE TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04755,ASSIST AGENCY,2019,2019-11-04 01:53:00,"
","211 WILLEY ST, MORGANTOWN, WV 26501",Closed - Resolved
#19-04754,DRUG INCIDENT,2019,2019-11-03 23:13:00,WVU BOREMAN SOUTH,"600 NORTH HIGH ST, MORGANTOWN, WV 26501",Unfounded
#19-04753,TALK WITH OFFICER,2019,2019-11-03 22:44:00,WVU OAKLAND HALL-EAST,"438 OAKLAND ST, MORGANTOWN, WV 26501",Forward to Investigations
#19-04752,BURGLAR ALARM,2019,2019-11-03 22:15:00,WVU BROOKE TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04751,DESTRUCTION OF PROPERTY,2019,2019-11-03 05:56:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Inactive
#19-04750,"TRAFFIC STOP, 1054",2019,2019-11-03 02:54:00,"
","NORTH HIGH ST / WILLEY ST, MORGANTOWN, WV 26501",Clear by Citation
#19-04749,DRUG INCIDENT,2019,2019-11-03 01:44:00,WVU UNIVERSITY PLACE NORTH,"2161 UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#19-04748,DESTRUCTION OF PROPERTY,2019,2019-11-03 02:13:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Inactive
#19-04747,"TRAFFIC STOP, 1054",2019,2019-11-03 01:39:00,"
","HOUGH ST / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#19-04746,ABCC VIOLATION,2019,2019-11-03 01:31:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Clear by Citation
#19-04745,BURGLAR ALARM,2019,2019-11-03 01:02:00,WVU RESEARCH CENTER,"763 CHESTNUT RIDGE RD, MORGANTOWN, WV 26501",Closed - Resolved
#19-04744,DESTRUCTION OF PROPERTY,2019,2019-11-02 23:07:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Closed - Resolved
#19-04743,BURGLAR ALARM,2019,2019-11-02 22:55:00,WVU BROOKE TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Inactive
#19-04742,FIRE ALARM,2019,2019-11-02 22:46:00,SIGMA NU FRATERNITY,"617 NORTH SPRUCE ST, MORGANTOWN, WV 26501",Closed - Resolved
#19-04741,"TRAFFIC STOP, 1054",2019,2019-11-02 22:05:00,"
","PROSPECT ST / PRICE ST, MORGANTOWN",Clear by Warning
#19-04740,"TRAFFIC STOP, 1054",2019,2019-11-02 21:14:00,"
","PROSPECT ST / NORTH SPRUCE ST, MORGANTOWN, WV 26501",Clear by Warning
#19-04739,SEXUAL ASSAULT,2019,2019-11-02 20:32:00,RUBY MEMORIAL HOSPITAL,"81 STADIUM DR, MORGANTOWN, WV 26501",Clear by Exception - Victim Refused to Cooperate
#19-04738,DRUG INCIDENT,2019,2019-11-02 20:14:00,WVU OAKLAND HALL-EAST,"438 OAKLAND ST, MORGANTOWN, WV 26501",Unfounded
#19-04737,TALK WITH OFFICER,2019,2019-11-02 19:52:00,WVU UNIVERSITY PLACE NORTH,"2161 UNIVERSITY AVE, MORGANTOWN, WV 26501",Inactive
#19-04736,ASSIST EMS POLICE,2019,2019-11-02 17:48:00,WVU MOUNTAINLAIR PARKING GARAGE,"109 PROSPECT ST, MORGANTOWN, WV",Closed - Resolved
#19-04735,DRUG INCIDENT,2019,2019-11-02 15:53:00,WVU VANDALIA HALL BLUE,"51 FALLING RUN RD, MORGANTOWN, WV 26501",Inactive
#19-04734,FIRE ALARM,2019,2019-11-02 14:45:00,WVU BRAXTON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Resolved
#19-04733,BREAKING AND ENTERING,2019,2019-11-02 10:37:00,WVU MOUNTAINLAIR,"1550 UNIVERSITY AVE, MORGANTOWN, WV",Clear by Arrest
#19-04732,FIRE ALARM,2019,2019-11-02 06:39:00,WVU UNIVERSITY PLACE NORTH,"2161 UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Arrest
#19-04731,"TRAFFIC STOP, 1054",2019,2019-11-02 03:23:00,"
","PROSPECT ST / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Citation
#19-04730,ABCC VIOLATION,2019,2019-11-02 03:06:00,WVU BROOKE TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Clear by Citation
#19-04729,FIRE ALARM,2019,2019-11-02 02:21:00,WVU MOUNTAINLAIR PARKING GARAGE,"109 PROSPECT ST, MORGANTOWN, WV",Closed - Resolved
#19-04728,DRUG INCIDENT,2019,2019-11-02 02:14:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Unfounded
#19-04727,"TRAFFIC STOP, 1054",2019,2019-11-02 02:13:00,WVU UNIVERSITY PLACE PARKING GARAGE,"2154 UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#19-04726,ABCC VIOLATION,2019,2019-11-02 02:10:00,"
","NORTH HIGH ST / PROSPECT ST, MORGANTOWN, WV 26501",Clear by Citation
#19-04725,DESTRUCTION OF PROPERTY,2019,2019-11-02 02:02:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Inactive
#19-04724,ABCC VIOLATION,2019,2019-11-02 01:45:00,"
","PROSPECT ST / NORTH HIGH ST, MORGANTOWN, WV 26501",Clear by Citation
#19-04723,ABCC VIOLATION,2019,2019-11-02 01:05:00,ALPHA SIGMA PHI FRATERNITY,"200 BELMAR AVE, MORGANTOWN, WV 26501",Clear by Warning
#19-04722,"TRAFFIC STOP, 1054",2019,2019-11-02 00:33:00,WVU SHORT TERM 10 (B&E LOOP),"39.637487, -79.953285, MORGANTOWN, WV 26501",Clear by Warning
#19-04721,WELFARE CHECK,2019,2019-11-01 22:55:00,WVU BRAXTON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Resolved
